chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
chr2L,22130245,-,2.25,0.974,0.939,1
chr2L,22140017,+,1.77,0.25,0.098,0.392
chr2L,22142060,+,2.23,0.975,0.781,0.986
chr2L,22142150,+,1.65,0.737,0.548,0.772
chr2L,22142200,+,1.57,0.965,0.961,0.971
chr2L,22145335,-,2.85,1,0.859,1
chr2L,22146232,+,1.7,0.672,0.461,0.745
chr2L,22146665,+,1.77,0.632,0.555,0.716
chr2L,22161882,+,2.13,0.864,0.831,0.892
chr2L,22169387,-,5.81,0.997,0.995,1
chr2L,22200006,+,1.82,0.63,0.585,0.69
chr2L,22200007,+,1.72,1,1,1
chr2L,22205082,-,2.49,0.708,0.574,0.871
chr2L,22208472,+,1.64,0.788,0.61,0.849
chr2L,22232415,-,2.35,1,0.779,1
chr2L,22233667,-,3.02,0.997,0.954,0.999
chr2L,22233994,-,1.63,0.442,0.335,0.542
chr2L,22234227,-,1.53,1,1,1
chr2L,22273143,-,3.01,1,0.773,1
chr2L,22288725,-,2.6,0.972,0.753,1
chr2L,22289654,-,1.52,0.307,0.18,0.433
chr2L,22290259,-,1.86,0.662,0.6,0.728
chr2L,22290682,-,1.69,0.374,0.224,0.513
chr2L,22290802,-,2.04,0.682,0.588,0.779
chr2L,22293096,-,1.66,0.196,0.053,0.338
chr2L,22300511,+,1.65,0.058,0,0.259
chr2L,22301621,+,1.8,0.928,0.713,0.999
chr2L,22303646,+,3.12,0.942,0.717,1
chr2L,22328981,+,2.62,0.993,0.836,1
chr2L,22337573,+,2,0.998,0.998,1
chr2L,22339403,-,2.79,1,0.763,1
chr2L,22347781,+,2.97,0.998,0.755,1
chr2L,22354775,+,2.93,1,1,1
chr2L,22356927,-,2.04,0.984,0.723,1
chr2L,22385562,-,2.7,1,1,1
chr2L,22402977,+,2.7,0.99,0.711,1
chr2L,22445561,+,1.71,0.455,0.318,0.584
chr2L,22446907,+,1.64,0.456,0.334,0.594
chr2L,22512354,+,1.65,0.726,0.547,0.807
chr2L,22520519,+,4.68,1,0.852,1
chr2L,22524195,+,3.16,1,0.907,1
chr2L,22525527,-,3.22,1,0.824,1
chr2L,22530699,-,1.96,1,1,1
chr2L,22532137,-,1.6,0.199,0.058,0.346
chr2L,22533320,+,3.9,1,0.927,1
chr2L,22534530,-,3.71,1,0.823,1
chr2L,22536929,+,2.87,1,0.873,1
chr2L,22541520,+,3.34,1,1,1
chr2L,22545861,+,1.73,0.548,0.455,0.656
chr2L,22548506,-,2.58,0.994,0.806,1
chr2L,22562728,-,2.67,0.985,0.738,1
chr2L,22563601,-,4.23,1,0.898,1
chr2L,22571854,+,3.94,1,0.869,1
chr2L,22572930,+,1.97,0.238,0.104,0.403
chr2L,22580358,+,3.1,1,0.927,1
chr2L,22584149,+,4.41,1,0.788,1
chr2L,22587376,+,3.19,0.996,0.833,1
chr2L,22588810,+,2.81,1,0.818,1
chr2L,22589727,+,3.07,0.995,0.878,0.998
chr2L,22592670,-,2.3,0.996,0.792,1
chr2L,22614479,+,2.1,1,0.73,1
chr2L,22627994,+,3.33,0.984,0.844,0.995
chr2L,22628055,-,2.64,1,0.957,1
chr2L,22641210,+,2.74,1,0.747,1
chr2L,22643754,-,2.76,1,1,1
chr2L,22683612,-,1.97,0.995,0.907,1
chr2L,22711529,-,3.37,1,1,1
chr2L,22720458,+,3.62,1,0.87,1
chr2L,22747494,-,1.77,0.231,0.084,0.378
chr2L,22749891,+,3.75,0.986,0.808,1
chr2L,22753441,-,3.37,1,0.842,1
chr2L,22763848,+,3.25,0.999,0.851,1
chr2L,22766824,-,1.58,0.58,0.435,0.643
chr2L,22767499,+,1.75,0.803,0.769,0.853
chr2L,22768865,+,2.86,0.99,0.826,0.997
chr2L,22769244,-,1.68,0.195,0.053,0.323
chr2L,22771144,-,1.52,0.877,0.862,0.897
chr2L,22775158,-,2.63,0.999,0.992,1
chr2L,22788343,-,2.75,0.998,0.849,1
chr2L,22900879,-,2.46,1,0.801,1
chr2L,22930881,+,2.69,1,0.701,1
chr2L,22935378,+,2.21,0.981,0.979,0.988
chr2L,22937918,+,3.18,1,0.959,1
chr2L,22940996,-,3.43,0.951,0.718,1
chr2L,22946290,+,2.43,1,0.746,1
chr2L,22951910,+,4.71,1,1,1
chr2L,22959043,+,3.09,0.986,0.72,1
chr2L,22962936,-,3.18,1,0.846,1
chr2L,22966385,+,1.74,0.197,0.047,0.336
chr2L,22985908,-,1.79,0.258,0.101,0.384
chr2L,22998951,-,2.67,0.998,0.99,1
chr2L,23016504,-,2.69,1,0.825,1
chr2L,23039744,-,3.11,0.999,0.767,1
chr2L,23053943,+,3.46,1,0.838,1
chr2L,23059732,+,2.69,0.979,0.691,0.99
chr2L,23062195,-,2.68,1,1,1
chr2L,23067049,-,1.86,0.793,0.742,0.84
chr2L,23085078,-,2.04,0.298,0.174,0.449
chr2L,23086677,+,4.92,1,1,1
chr2L,23088698,-,1.84,0.314,0.177,0.474
chr2L,23107984,-,1.83,0.609,0.505,0.69
chr2L,23118698,+,2,0.731,0.657,0.787
chr2L,23184022,+,1.56,0.567,0.483,0.656
chr2L,23185119,+,2.63,0.998,0.747,1
chr2L,23188903,+,3.65,1,0.94,1
chr2L,23189887,+,3.6,0.942,0.719,0.998
chr2L,23198731,+,1.69,0.831,0.82,0.867
chr2L,23201358,-,1.69,0.565,0.449,0.663
chr2L,23204029,+,1.7,0.674,0.539,0.789
chr2L,23209383,+,1.91,0.658,0.584,0.743
chr2L,23215570,+,1.81,0.542,0.411,0.681
chr2L,23224414,-,2.52,0.623,0.48,0.75
chr2L,23225248,+,3.58,1,0.888,1
chr2L,23247403,-,2.26,1,1,1
chr2L,23252093,-,1.78,0.749,0.51,0.808
chr2L,23256116,-,3.29,1,1,1
chr2L,23282562,-,1.84,0.742,0.678,0.823
chr2L,23286489,+,3.45,1,0.912,1
chr2L,23290783,-,2.28,0.344,0.226,0.486
chr2L,23290879,-,1.97,0.478,0.317,0.584
chr2L,23291133,+,5.35,0.315,0.165,0.46
chr2L,23291673,-,2.05,1,1,1
chr2L,23292881,-,2.02,0.687,0.62,0.754
chr2L,23305287,-,1.72,0.167,0.016,0.313
chr2L,23312217,+,2.48,1,0.811,1
chr2L,23327286,+,3.65,0.999,0.922,1
chr2L,23333122,-,4.12,1,0.828,1
chr2L,23345786,-,3.19,1,0.779,1
chr2L,23349045,+,3.07,1,1,1
chr2L,23370895,-,1.65,0.34,0.208,0.492
chr2L,23371664,-,1.69,0.331,0.206,0.469
chr2L,23373428,-,2.37,0.498,0.348,0.646
chr2L,23399608,-,5.06,0.928,0.748,1
chr2L,23405488,-,4.43,0.985,0.977,0.996
chr2L,23410894,+,6.99,1,0.986,1
chr2L,23426560,+,2.63,1,1,1
chr2L,23428825,+,3.28,1,0.741,1
chr2L,23436471,-,2.77,1,0.77,1
chr2L,23452849,-,3.7,1,0.8,1
chr2L,23456242,-,2.39,1,1,1
chr2L,23468610,+,4.31,0.986,0.708,1
chr2L,23483486,-,2.81,1,0.958,1
chr2L,23502199,+,5.33,1,0.839,1
chr2R,13206,+,2.91,1,0.732,1
chr2R,21465,-,4.38,0.993,0.987,1
chr2R,22807,-,4.75,0.995,0.747,1
chr2R,33240,-,2.82,1,0.94,1
chr2R,33454,-,3.65,0.986,0.745,1
chr2R,58112,+,3.97,1,0.831,1
chr2R,59260,+,2.47,0.989,0.73,1
chr2R,74553,-,3.18,1,1,1
chr2R,79412,+,3.01,1,0.989,1
chr2R,84721,+,2.9,1,0.705,1
chr2R,101996,-,3.33,1,0.91,1
chr2R,111259,-,3.41,1,0.879,1
chr2R,114247,+,3.18,1,0.775,1
chr2R,115229,-,1.62,0.95,0.927,0.962
chr2R,125104,-,2.39,1,0.741,1
chr2R,128757,-,3.03,1,0.757,1
chr2R,137680,+,2.59,0.985,0.706,1
chr2R,147942,-,4.06,1,0.903,1
chr2R,148211,-,4.46,0.993,0.812,1
chr2R,149049,+,2.81,1,0.862,1
chr2R,160851,-,3.87,0.995,0.934,1
chr2R,163157,-,2.76,0.994,0.991,1
chr2R,239491,+,1.65,0.81,0.544,0.841
chr2R,263713,+,3.08,1,1,1
chr2R,280640,+,1.95,0.7,0.56,0.842
chr2R,289261,+,1.92,0.7,0.558,0.83
chr2R,300937,+,1.9,0.722,0.635,0.836
chr2R,320377,+,3.14,0.943,0.918,1
chr2R,324634,-,2.92,0.995,0.993,1
chr2R,329241,-,3.4,0.998,0.846,1
chr2R,338220,-,3.33,0.985,0.715,1
chr2R,348079,+,2.7,1,0.706,1
chr2R,360031,-,2.17,0.685,0.599,0.774
chr2R,364716,-,1.93,1,0.728,1
chr2R,368266,-,3.16,1,1,1
chr2R,387182,-,3.14,0.9,0.645,0.932
chr2R,406751,+,4.29,1,0.872,1
chr2R,407839,+,2.08,0.524,0.393,0.685
chr2R,409008,+,1.46,0.123,0.016,0.217
chr2R,409243,+,1.97,0.431,0.303,0.574
chr2R,409352,+,1.74,0.358,0.226,0.485
chr2R,409956,+,2.15,0.459,0.287,0.582
chr2R,410906,-,1.7,0.175,0.064,0.305
chr2R,411530,-,3.89,0.636,0.485,0.777
chr2R,411669,+,1.83,0.356,0.222,0.511
chr2R,411716,-,1.44,0.178,0.059,0.305
chr2R,411995,-,1.78,0.262,0.111,0.402
chr2R,412835,+,1.68,0.376,0.229,0.502
chr2R,442810,+,2.52,1,0.818,1
chr2R,443692,+,2.57,0.994,0.993,0.997
chr2R,449786,-,3.86,1,0.711,1
chr2R,455757,+,2.38,0.999,0.76,1
chr2R,462768,+,2.61,1,0.833,1
chr2R,463721,+,3.28,1,0.794,1
chr2R,465835,-,5.09,0.981,0.73,1
chr2R,492985,+,3.21,0.992,0.714,0.998
chr2R,511158,+,2.66,0.994,0.992,0.999
chr2R,514427,+,3.57,0.966,0.704,0.997
chr2R,534238,-,2.94,1,0.783,1
chr2R,564504,-,4.2,1,0.995,1
chr2R,569025,-,3.47,1,0.849,1
chr2R,569543,+,4.23,1,1,1
chr2R,573207,-,3.15,1,0.808,1
chr2R,574366,-,1.73,0.771,0.607,0.884
chr2R,583041,+,2.86,1,0.74,1
chr2R,593278,+,3.52,1,1,1
chr2R,636036,-,4.11,0.984,0.738,1
chr2R,668227,-,3.7,1,1,1
chr2R,672308,-,3.08,1,0.718,1
chr2R,672614,-,2.91,1,0.891,1
chr2R,720610,+,2.64,1,1,1
chr2R,728232,-,2.58,1,0.702,1
chr2R,768962,+,1.83,0.866,0.821,0.916
chr2R,770604,-,3.19,1,0.808,1
chr2R,775937,+,2.31,1,0.782,1
chr2R,797894,-,2.91,1,0.88,1
chr2R,873972,+,4.95,1,0.892,1
chr2R,876059,+,2.22,0.762,0.648,0.89
chr2R,890102,-,1.74,0.369,0.229,0.49
chr2R,890555,-,1.66,0.552,0.407,0.704
chr2R,891970,-,1.86,0.325,0.178,0.46
chr2R,894884,-,4.07,1,0.895,1
chr2R,899133,-,3.23,1,1,1
chr2R,899769,-,3.81,1,0.78,1
chr2R,907249,-,4.05,0.968,0.732,1
chr2R,910434,+,2.82,1,0.786,1
chr2R,914508,+,3.42,1,0.703,1
chr2R,917702,+,3.55,1,0.723,1
chr2R,932695,-,2.71,1,1,1
chr2R,940514,+,2.74,0.992,0.752,0.999
chr2R,955116,+,2.29,1,0.801,1
chr2R,956417,+,3.74,1,0.939,1
chr2R,959556,+,3.46,0.992,0.816,1
chr2R,970981,+,1.86,0.17,0.081,0.311
chr2R,973033,+,2.06,0.613,0.469,0.751
chr2R,980727,+,2.37,0.995,0.877,1
chr2R,983485,+,2.39,0.96,0.735,1
chr2R,985364,-,2.04,1,0.981,1
chr2R,986572,-,1.8,0.731,0.676,0.795
chr2R,1002572,+,1.82,0.192,0.034,0.329
chr2R,1024574,+,2.64,1,0.855,1
chr2R,1025730,-,2.68,0.998,0.731,1
chr2R,1069073,-,4.05,0.943,0.717,1
chr2R,1075500,-,2.74,0.976,0.703,1
chr2R,1075866,-,1.78,0.394,0.241,0.515
chr2R,1097931,+,1.52,0.985,0.985,1
chr2R,1098363,+,2.15,1,0.991,1
chr2R,1110207,-,3.96,0.983,0.765,1
chr2R,1132229,+,2.71,0.976,0.731,1
chr2R,1165321,+,4.45,1,0.788,1
chr2R,1167294,+,3.7,0.984,0.798,1
chr2R,1172027,+,4.03,0.985,0.888,0.992
chr2R,1172714,+,3.8,1,0.799,1
chr2R,1185433,-,3.5,1,1,1
chr2R,1187106,+,3.89,0.92,0.72,1
chr2R,1208446,+,2.65,1,1,1
chr2R,1212743,+,2.87,0.982,0.906,0.993
chr2R,1231632,+,3.06,0.491,0.37,0.621
chr2R,1240892,-,2.36,1,0.719,1
chr2R,1254059,-,6.71,0.994,0.921,0.996
chr2R,1255424,+,1.67,0.469,0.316,0.601
chr2R,1258751,-,2.79,1,0.81,1
chr2R,1260579,-,1.87,0.303,0.164,0.409
chr2R,1266051,+,3.41,0.946,0.706,1
chr2R,1269257,+,2.72,1,0.898,1
chr2R,1274652,-,2.41,1,0.97,1
chr2R,1292850,-,3.76,0.984,0.77,1
chr2R,1308821,+,2.61,1,0.815,1
chr2R,1310116,+,2.92,0.992,0.787,1
chr2R,1319983,+,1.59,0.13,0,0.268
chr2R,1322920,+,1.53,0.166,0.015,0.296
chr2R,1341802,-,2.23,1,0.916,1
chr2R,1342087,+,2.37,1,0.789,1
chr2R,1346566,+,3.41,1,0.734,1
chr2R,1351218,-,1.92,0.723,0.635,0.804
chr2R,1354182,+,2.14,1,1,1
chr2R,1359460,+,3.36,0.878,0.702,1
chr2R,1367646,+,3.71,0.995,0.887,1
chr2R,1380214,+,2.13,0.962,0.704,1
chr2R,1423655,+,2.94,1,1,1
chr2R,1437356,-,2.62,0.993,0.887,1
chr2R,1451280,-,3.47,1,0.718,1
chr2R,1494015,+,2.85,1,0.78,1
chr2R,1495259,-,1.75,0.249,0.122,0.358
chr2R,1496329,+,2.33,0.389,0.262,0.531
chr2R,1497192,+,3.43,0.454,0.314,0.613
chr2R,1500678,-,5.54,1,0.895,1
chr2R,1501947,-,3.43,0.982,0.746,1
chr2R,1513001,-,1.77,0.317,0.197,0.467
chr2R,1518148,-,1.73,0.55,0.406,0.689
chr2R,1522184,+,1.76,0.203,0.048,0.327
chr2R,1522394,-,2.03,0.396,0.278,0.505
chr2R,1522504,-,1.74,0.276,0.082,0.371
chr2R,1522805,+,1.78,0.348,0.196,0.496
chr2R,1526416,-,2.94,1,1,1
chr2R,1540811,+,1.67,0.187,0.061,0.328
chr2R,1545432,+,1.83,0.34,0.186,0.442
chr2R,1548510,-,3.59,0.976,0.755,0.988
chr2R,1558877,-,1.75,0.373,0.23,0.451
chr2R,1561873,-,3.69,1,0.856,1
chr2R,1564116,+,1.88,0.936,0.726,1
chr2R,1582487,+,2.84,0.996,0.735,1
chr2R,1609583,+,4.42,1,0.907,1
chr2R,1615292,+,2.13,1,0.999,1
chr2R,1626875,-,2.52,0.997,0.976,1
chr2R,1636248,+,2.71,0.997,0.986,1
chr2R,1636527,-,4.46,0.986,0.725,0.998
chr2R,1646612,+,5.52,0.987,0.91,0.998
chr2R,1656276,-,2.83,1,0.734,1
chr2R,1657120,+,3.11,0.994,0.993,0.997
chr2R,1674548,+,1.72,0.999,0.964,1
chr2R,1677703,+,2.73,1,0.942,1
chr2R,1680790,-,1.7,0.721,0.658,0.786
chr2R,1701679,+,3.41,1,0.825,1
chr2R,1704520,+,4.82,1,0.874,1
chr2R,1720873,-,2.95,0.995,0.791,0.999
chr2R,1722764,-,4.08,0.984,0.738,1
chr2R,1736060,+,2.59,1,0.949,1
chr2R,1738601,+,2.65,0.997,0.724,1
chr2R,1789605,+,2.14,0.783,0.697,0.876
chr2R,1793752,-,2.8,0.967,0.817,1
chr2R,1841206,+,3.01,1,0.913,1
chr2R,1861253,+,3.56,1,0.832,1
chr2R,1888885,+,2.51,0.998,0.856,1
chr2R,1922697,-,1.73,0.611,0.493,0.745
chr2R,1929963,-,3.45,1,0.838,1
chr2R,1934108,+,1.62,0.658,0.509,0.796
chr2R,1937264,-,3.41,1,0.831,1
chr2R,1937975,+,2.81,0.994,0.931,1
chr2R,1943364,+,2.27,1,0.754,1
chr2R,1988535,+,1.67,0.875,0.724,1
chr2R,1992160,+,2.93,1,0.734,1
chr2R,1996204,+,3.09,0.998,0.816,1
chr2R,1997217,-,1.93,0.58,0.464,0.718
chr2R,2001220,+,1.7,0.441,0.294,0.563
chr2R,2017758,+,3.76,1,0.79,1
chr2R,2032363,+,1.76,0.654,0.575,0.733
chr2R,2034141,+,2.11,0.645,0.525,0.773
chr2R,2049210,-,4.44,1,0.847,1
chr2R,2066349,+,2.66,0.235,0.11,0.365
chr2R,2069003,-,3.94,0.949,0.735,1
chr2R,2071423,+,2.81,0.279,0.142,0.433
chr2R,2079033,-,2.3,1,0.792,1
chr2R,2099021,-,2.85,1,1,1
chr2R,2108734,+,2.76,0.997,0.717,1
chr2R,2112042,+,2.91,1,0.784,1
chr2R,2121505,-,3.2,1,1,1
chr2R,2121942,-,2.41,1,0.893,1
chr2R,2122676,+,2.28,0.682,0.587,0.796
chr2R,2126181,+,2.82,1,1,1
chr2R,2129446,+,2.72,1,0.848,1
chr2R,2135307,-,3.01,1,1,1
chr2R,2158638,-,3.55,1,0.805,1
chr2R,2165210,+,2.58,0.996,0.843,0.999
chr2R,2166633,+,2.36,0.992,0.876,1
chr2R,2168093,+,1.65,0.792,0.764,0.825
chr2R,2183519,+,4.05,1,0.905,1
chr2R,2190212,+,3.44,1,0.759,1
chr2R,2195323,+,2.41,0.984,0.799,1
chr2R,2219980,+,3.42,0.995,0.989,1
chr2R,2225705,+,2.14,0.997,0.708,1
chr2R,2232541,-,3.17,0.982,0.835,1
chr2R,2241874,-,3.22,1,1,1
chr2R,2247041,-,6.23,1,0.84,1
chr2R,2247305,-,3.08,0.995,0.994,1
chr2R,2248086,-,3.22,1,0.917,1
chr2R,2260736,+,3.47,0.984,0.733,1
chr2R,2269261,+,1.84,0.707,0.627,0.779
chr2R,2270469,+,2.08,1,0.766,1
chr2R,2279512,-,2.12,1,1,1
chr2R,2289944,+,2.01,0.383,0.273,0.549
chr2R,2291711,+,2.56,0.371,0.23,0.506
chr2R,2294617,-,1.75,0.398,0.26,0.516
chr2R,2301953,-,1.64,0.381,0.247,0.526
chr2R,2304308,-,3.87,1,1,1
chr2R,2309884,-,3.03,1,0.945,1
chr2R,2311633,-,3.99,1,0.845,1
chr2R,2313516,-,6.02,1,0.798,1
chr2R,2314323,-,2.25,1,0.712,1
chr2R,2320609,-,3.38,1,0.956,1
chr2R,2341125,+,2.74,0.977,0.968,0.989
chr2R,2351591,+,2.61,0.999,0.756,1
chr2R,2363022,-,3.3,1,0.822,1
chr2R,2367972,-,2.8,1,0.727,1
chr2R,2391242,+,3.29,1,0.865,1
chr2R,2397556,+,2.72,1,0.804,1
chr2R,2398345,+,1.9,0.25,0.116,0.376
chr2R,2404850,-,3.87,1,1,1
chr2R,2407909,+,1.65,0.536,0.433,0.643
chr2R,2415146,+,1.68,0.67,0.592,0.733
chr2R,2417827,+,2.9,1,1,1
chr2R,2421137,+,2.67,1,1,1
chr2R,2423544,-,3.25,1,0.993,1
chr2R,2430085,+,3.78,1,1,1
chr2R,2433882,-,3.7,1,0.799,1
chr2R,2439360,-,4.52,0.932,0.716,1
chr2R,2446416,-,4.26,0.951,0.706,1
chr2R,2448283,-,3.17,0.986,0.753,1
chr2R,2450749,+,2.93,1,0.825,1
chr2R,2484840,+,2.65,1,1,1
chr2R,2491358,+,3.75,1,1,1
chr2R,2498463,-,2.9,1,0.98,1
chr2R,2499502,-,1.72,0.326,0.245,0.439
chr2R,2501976,+,1.81,0.197,0.051,0.348
chr2R,2502088,+,4.1,0.939,0.737,1
chr2R,2506018,+,1.9,0.335,0.213,0.447
chr2R,2512106,-,3.82,0.983,0.778,1
chr2R,2518816,+,3.46,0.979,0.762,0.994
chr2R,2525166,+,2.96,0.999,0.826,1
chr2R,2531815,+,2.56,0.985,0.705,1
chr2R,2532875,+,2.56,1,0.766,1
chr2R,2542650,-,3.22,1,0.813,1
chr2R,2545367,-,4.17,0.907,0.721,1
chr2R,2547931,+,2.99,0.944,0.707,1
chr2R,2556284,-,3.66,1,0.983,1
chr2R,2570901,-,3.2,1,1,1
chr2R,2575718,-,4.9,0.999,0.999,0.999
chr2R,2584616,-,1.69,0.783,0.739,0.832
chr2R,2584664,-,1.92,0.428,0.31,0.547
chr2R,2592517,-,2.1,0.403,0.256,0.555
chr2R,2592606,-,1.44,0.902,0.894,0.918
chr2R,2607191,-,3.24,1,0.878,1
chr2R,2617746,+,2.14,1,0.827,1
chr2R,2626649,-,4.25,1,1,1
chr2R,2630008,-,2.91,1,0.758,1
chr2R,2635205,-,2.94,1,0.737,1
chr2R,2650910,-,1.59,0.655,0.518,0.766
chr2R,2654257,-,1.96,0.739,0.616,0.885
chr2R,2668561,+,7.17,0.995,0.969,0.996
chr2R,2686865,-,1.78,0.19,0.054,0.345
chr2R,2688546,-,2.61,0.978,0.752,1
chr2R,2694868,+,1.92,0.851,0.758,0.903
chr2R,2710354,+,3.44,1,1,1
chr2R,2713138,+,3.14,0.997,0.858,1
chr2R,2719362,+,3.17,1,0.897,1
chr2R,2748123,+,1.66,0.618,0.524,0.692
chr2R,2759391,-,1.65,0.715,0.657,0.771
chr2R,2759784,-,1.47,0.088,0,0.251
chr2R,2768329,-,1.72,0.955,0.743,1
chr2R,2770920,+,6.16,0.97,0.702,1
chr2R,2776121,-,3.49,1,0.882,1
chr2R,2776811,+,1.88,0.626,0.471,0.736
chr2R,2779715,+,3.31,1,0.802,1
chr2R,2780581,+,3,0.919,0.729,0.996
chr2R,2783158,+,3.07,1,0.829,1
chr2R,2826109,+,3.33,1,0.991,1
chr2R,2838116,-,2.75,1,0.799,1
chr2R,2841081,-,2.62,0.954,0.759,1
chr2R,2841500,-,2.63,0.983,0.716,1
chr2R,2852375,+,2.34,0.929,0.737,1
chr2R,2853838,+,2.6,0.996,0.783,1
chr2R,2858892,+,1.56,0.139,0,0.275
chr2R,2860874,+,2.57,0.996,0.876,0.999
chr2R,2874866,-,3.44,1,0.846,1
chr2R,2878140,-,3.82,1,0.798,1
chr2R,2896774,-,2.51,1,0.708,1
chr2R,2904459,-,2.62,1,0.739,1
chr2R,2925201,+,2.85,0.982,0.771,1
chr2R,2932262,+,2.77,1,0.754,1
chr2R,2953243,+,3.4,1,0.814,1
chr2R,2953775,+,2.84,0.98,0.738,1
chr2R,2966600,-,3.01,0.994,0.885,0.998
chr2R,2996780,+,1.5,0.83,0.661,0.889
chr2R,3000418,+,2.42,0.987,0.796,1
chr2R,3016552,-,2.59,1,1,1
chr2R,3035875,-,2.89,1,0.883,1
chr2R,3070242,+,1.74,0.785,0.724,0.859
chr2R,3072389,+,2.63,1,0.965,1
chr2R,3110449,-,3.59,0.978,0.716,1
chr2R,3132839,+,3.77,0.945,0.703,1
chr2R,3149237,-,3.54,1,0.78,1
chr2R,3158669,-,2.62,1,0.815,1
chr2R,3182284,+,2.67,1,0.725,1
chr2R,3186583,+,1.87,0.571,0.434,0.714
chr2R,3188567,-,3.14,1,0.783,1
chr2R,3200724,-,4.81,1,0.749,1
chr2R,3215326,-,5.06,0.976,0.732,0.999
chr2R,3224183,+,3.13,1,0.78,1
chr2R,3234424,-,2.15,0.682,0.529,0.828
chr2R,3286787,+,3.02,1,0.758,1
chr2R,3288808,+,2.86,1,0.823,1
chr2R,3292427,+,3.4,0.985,0.771,1
chr2R,3299868,+,1.67,0.668,0.624,0.721
chr2R,3320498,-,3.3,1,0.828,1
chr2R,3321395,-,2.9,0.996,0.995,0.999
chr2R,3336816,+,3.16,0.985,0.776,1
chr2R,3356964,-,1.55,0.775,0.616,0.821
chr2R,3360165,+,4.25,1,0.734,1
chr2R,3360726,-,4.09,1,1,1
chr2R,3362466,+,4.09,0.942,0.708,1
chr2R,3380913,+,6.43,1,1,1
chr2R,3381778,+,2.88,1,1,1
chr2R,3383707,-,5.37,1,1,1
chr2R,3393885,-,2.5,1,1,1
chr2R,3400468,+,2.02,0.593,0.486,0.759
chr2R,3468065,-,3.02,1,1,1
chr2R,3477425,-,3.24,0.996,0.715,1
chr2R,3496289,+,1.82,0.517,0.378,0.647
chr2R,3500588,+,2.64,0.999,0.815,1
chr2R,3502843,+,1.56,0.57,0.46,0.701
chr2R,3510480,+,1.5,0.169,0.09,0.26
chr2R,3511786,+,1.87,0.322,0.179,0.462
chr2R,3512403,+,2.08,0.563,0.391,0.67
chr2R,3517567,-,2.55,0.955,0.935,0.973
chr2R,3517591,-,2.07,0.327,0.171,0.461
chr2R,3521526,-,2.48,1,1,1
chr2R,3526732,-,3,1,0.705,1
chr2R,3537081,+,2.57,1,0.901,1
chr2R,3545965,-,2.64,1,0.805,1
chr2R,3560355,-,3.84,1,0.85,1
chr2R,3560465,+,2.89,1,1,1
chr2R,3572333,-,2.94,1,0.925,1
chr2R,3592267,-,2.81,0.981,0.973,0.993
chr2R,3592661,-,3.58,1,0.782,1
chr2R,3597838,-,1.81,0.712,0.635,0.786
chr2R,3611830,+,3,1,0.742,1
chr2R,3623945,+,2.34,0.992,0.716,1
chr2R,3632143,-,1.47,0.8,0.618,0.861
chr2R,3641154,+,2.88,1,1,1
chr2R,3658918,+,1.62,0.086,0,0.256
chr2R,3661733,+,1.56,0.228,0.111,0.388
chr2R,3662610,+,1.76,0.928,0.748,1
chr2R,3668551,-,2.65,1,0.947,1
chr2R,3674762,-,1.92,0.795,0.737,0.851
chr2R,3682660,+,2.14,0.476,0.327,0.593
chr2R,3683196,-,1.75,0.462,0.276,0.576
chr2R,3683263,-,1.57,0.294,0.128,0.391
chr2R,3683950,-,2.29,0.416,0.282,0.538
chr2R,3684398,+,1.92,0.269,0.094,0.392
chr2R,3685286,-,3.13,0.675,0.526,0.8
chr2R,3687831,-,2.63,1,0.745,1
chr2R,3719814,-,1.64,0.68,0.605,0.746
chr2R,3720502,-,2.18,0.989,0.77,1
chr2R,3721491,-,3.72,0.946,0.743,1
chr2R,3722197,+,1.68,0.263,0.112,0.387
chr2R,3723370,-,2.99,1,1,1
chr2R,3724882,+,3.13,0.985,0.809,1
chr2R,3727091,+,1.44,0.123,0,0.255
chr2R,3730875,-,1.58,0.584,0.357,0.65
chr2R,3731499,+,1.64,0.258,0.127,0.395
chr2R,3733757,-,1.5,0.818,0.79,0.847
chr2R,3733769,-,1.51,1,1,1
chr2R,3734234,-,1.54,0.152,0.017,0.276
chr2R,3734452,-,1.58,0.941,0.748,0.949
chr2R,3735153,-,1.98,0.222,0.091,0.357
chr2R,3735446,-,3.46,0.937,0.706,0.998
chr2R,3737085,-,1.52,0.27,0.182,0.354
chr2R,3737321,-,2.84,1,0.935,1
chr2R,3740156,+,1.54,0.204,0.072,0.362
chr2R,3743133,-,1.87,1,0.841,1
chr2R,3791312,+,2.45,1,1,1
chr2R,3829250,-,3.28,1,0.941,1
chr2R,3872705,+,1.93,0.778,0.687,0.872
chr2R,3873437,-,2.55,1,0.775,1
chr2R,3889404,+,1.63,0.427,0.262,0.554
chr2R,3896419,-,1.95,0.451,0.36,0.534
chr2R,3898164,-,2.58,0.986,0.766,0.992
chr2R,3902111,+,2.47,0.473,0.363,0.589
chr2R,3916009,+,3.9,0.937,0.716,1
chr2R,3925392,+,3.62,0.79,0.734,0.856
chr2R,3934200,-,1.64,0.638,0.573,0.722
chr2R,3938624,+,1.67,0.768,0.698,0.839
chr2R,3944049,+,2.54,1,0.988,1
chr2R,3944668,+,2.27,0.993,0.827,0.999
chr2R,3948220,+,3.12,1,1,1
chr2R,3949448,+,2.4,1,0.734,1
chr2R,3952392,+,3.16,1,0.985,1
